,condition,card2vec,drugName
1242,173,"[-0.9259763956069946, -0.052393581718206406, -1.2720952033996582, -0.04456231743097305, -0.060051172971725464, 1.0506675243377686, -0.9944426417350769, 0.1416952908039093, 0.35413214564323425, 0.547425389289856, 0.9942156076431274, 0.582474410533905, -0.6639593243598938, -0.6016007661819458, -0.2962135672569275, 0.92413330078125, -0.18009284138679504, -0.29757678508758545, 0.16196997463703156, 0.2820839583873749, 1.0922948122024536, 0.027727944776415825, 0.19772939383983612, -1.2727510929107666, -0.5045108795166016, -0.14447197318077087, 0.20617851614952087, -0.626156210899353, -0.6233340501785278, -0.7108578681945801, 0.7998518943786621, 0.1414300501346588, -0.44553202390670776, 0.2606181502342224, -1.4696762561798096, 1.1635725498199463, 0.33987221121788025, 1.1986607313156128, 0.2709713578224182, -0.07497231662273407, 0.21629606187343597, 0.12175583839416504, 0.05879949405789375, -0.08704842627048492, -0.5766111016273499, 0.5230893492698669, -1.2399533987045288, -0.14181062579154968, 0.06207975745201111, -0.7908334732055664, -0.6998704671859741, -0.19445937871932983, 0.471370667219162, 0.09914542734622955, 0.2271842062473297, 0.46842873096466064, -0.2200055569410324, 0.5542204976081848, 1.262316346168518, -0.660344123840332, -0.4758636951446533, -0.5267583727836609, -0.03453562408685684, -0.51123046875]",2
1243,160,"[0.1573016345500946, -0.07412010431289673, -0.16519467532634735, 0.10366708040237427, 0.5998339653015137, 0.17097926139831543, 1.062117099761963, -0.31197309494018555, 0.335145503282547, 0.12668061256408691, 0.6957470774650574, 0.40348657965660095, -0.3356544077396393, -0.47220829129219055, -0.19317521154880524, 0.03567307069897652, 0.3106587827205658, -0.26429829001426697, 0.6943671107292175, -0.36758938431739807, 0.15883035957813263, -0.4015120267868042, -0.16373154520988464, -0.05886992812156677, -0.09317150712013245, 0.7287753224372864, -0.12169145792722702, 0.5850197672843933, 0.4089506268501282, 0.8104715943336487, 0.7601756453514099, -0.23298928141593933, -0.3648497462272644, -0.6016544699668884, 1.22255277633667, 0.20526067912578583, -1.0348272323608398, 0.7721484303474426, -0.34895434975624084, -0.40897080302238464, 0.11923544853925705, 0.1517542451620102, -0.09820035099983215, -0.09580076485872269, -0.4185645282268524, -0.020501138642430305, -1.4256174564361572, 0.7927524447441101, -0.6562377214431763, -0.027391694486141205, 0.4201233685016632, 0.22825276851654053, -0.38996025919914246, -1.1500314474105835, 1.231139063835144, -0.2794761657714844, -0.39611154794692993, 0.04916822165250778, 0.26819851994514465, -0.4056795835494995, -0.5086598992347717, -0.5892638564109802, -0.7463301420211792, 0.31261226534843445]",1400
1244,88,"[0.4259221851825714, 1.0075448751449585, -1.004922866821289, 1.0091203451156616, 0.40923938155174255, 0.8301980495452881, -0.13028016686439514, -0.44629180431365967, -0.4677291810512543, -0.10016211867332458, 0.044214870780706406, -0.17709468305110931, -0.8883966207504272, -1.0640876293182373, 0.5926169157028198, -0.5161958336830139, -0.5172740817070007, -0.38111984729766846, -0.48025017976760864, 0.5396416187286377, -0.33510658144950867, 0.49003249406814575, 0.6964961886405945, 0.10434523224830627, 0.620697021484375, -0.5682165026664734, -0.5793389081954956, -1.476281762123108, -0.5764893293380737, 0.03790682926774025, 0.6905007362365723, -0.0967867374420166, -0.7092623710632324, -0.025260822847485542, -0.946293294429779, 0.14238671958446503, 0.3013119101524353, 1.0054943561553955, 0.21516935527324677, 0.238181009888649, -0.16725362837314606, 0.9162372946739197, -0.28694209456443787, -1.1286301612854004, 0.5137652158737183, -0.3117077052593231, -0.4022914469242096, 0.11126353591680527, 1.3010551929473877, -0.32801952958106995, -0.8910103440284729, -0.8647738099098206, 0.5026708841323853, -0.9150368571281433, 0.2210112065076828, -0.5551106929779053, -1.7464723587036133, 0.448892205953598, -0.047544170171022415, -0.8222941756248474, 0.5067625641822815, -0.10235654562711716, -0.5370900630950928, 0.6750262379646301]",405
1245,88,"[0.4650106728076935, 0.9232164621353149, -1.0304619073867798, 0.907164454460144, 0.5157666802406311, 0.8843380808830261, -0.36316943168640137, -0.41930869221687317, -0.34971800446510315, 0.06739981472492218, -0.021357674151659012, -0.08182133734226227, -0.9483903646469116, -0.9504897594451904, 0.5389441847801208, -0.5359330773353577, -0.6234713792800903, -0.49583205580711365, -0.5466291904449463, 0.345519483089447, -0.16420473158359528, 0.60011887550354, 0.751445472240448, 0.04476412385702133, 0.729619026184082, -0.5683358907699585, -0.5480925440788269, -1.3844002485275269, -0.5822150111198425, -0.03368328884243965, 0.5535896420478821, -0.15023382008075714, -0.6749935746192932, 0.05847364291548729, -0.9181782007217407, -0.018847446888685226, 0.4831183850765228, 0.9315197467803955, 0.32489416003227234, 0.1572149693965912, -0.1809340864419937, 0.7815771698951721, -0.18828418850898743, -1.2751942873001099, 0.5293246507644653, -0.27654775977134705, -0.4959750175476074, 0.2257855087518692, 1.5730574131011963, -0.4863092005252838, -0.8474118709564209, -0.805596649646759, 0.4696478247642517, -0.8945389986038208, 0.30476075410842896, -0.4606166481971741, -1.709938883781433, 0.48983317613601685, -0.04518190398812294, -0.8201687335968018, 0.5270727872848511, -0.020224208012223244, -0.5300915241241455, 0.6304014325141907]",48
1246,399,"[0.23434774577617645, 0.4055631756782532, -0.27833449840545654, 0.8061498999595642, 0.1960926502943039, -0.0645686537027359, 0.753824770450592, 0.28902313113212585, -0.2431391328573227, 0.02488681487739086, 0.29080355167388916, 0.44722437858581543, -0.5515605211257935, -0.34941720962524414, -0.04665379226207733, -0.6965202689170837, 0.09802433103322983, 0.3556739091873169, -0.22857694327831268, 0.5065075159072876, 0.7910693287849426, 0.003679323475807905, -0.04992742836475372, 0.556347668170929, 0.2394513487815857, -0.1073058471083641, -0.6282480955123901, -0.02857336774468422, 0.006256186403334141, 0.2733656167984009, 0.0012405619490891695, 0.8421435356140137, -0.47591790556907654, 0.13591448962688446, 0.3904306888580322, 0.717291533946991, -0.6869298815727234, 0.16305480897426605, 0.1460249423980713, 0.2756393253803253, 0.030698133632540703, 0.5263998508453369, 0.03614635393023491, -0.23285458981990814, -0.5258228182792664, 0.2605121433734894, -0.35230231285095215, -0.25421515107154846, -0.35711750388145447, 0.23841919004917145, -0.43194618821144104, 0.08528019487857819, 0.294146329164505, 0.48994019627571106, -0.3413497507572174, 0.5051426887512207, -0.7655250430107117, 0.8569144010543823, 0.28591352701187134, -0.5279248356819153, -0.062437690794467926, -0.2680423855781555, -0.6347295641899109, 0.6510761976242065]",1934
1247,172,"[0.43165042996406555, 0.5864886045455933, -0.6698678135871887, 0.9377599954605103, 2.164112091064453, 0.7212197184562683, -0.009085135534405708, -0.24884501099586487, 0.24849724769592285, -0.3138466775417328, 0.6352995038032532, -0.28615105152130127, -1.7760014533996582, -0.7840761542320251, 0.5890730619430542, 0.15756596624851227, -0.75424724817276, 0.8766946792602539, 0.40423792600631714, 0.4308815598487854, 1.1240999698638916, 0.5412179827690125, -0.574371874332428, -0.5735129714012146, 0.8307235836982727, 0.02246158942580223, -0.19085948169231415, -0.7121661305427551, 0.4731980562210083, 0.3950275480747223, -0.06670267134904861, -0.11781113594770432, -0.9969308376312256, 0.43766680359840393, -0.6221649050712585, 1.159419298171997, 0.40026506781578064, -0.7786689400672913, -0.5260671377182007, 0.1923547238111496, 0.5988059043884277, 0.7239590883255005, 0.18654508888721466, 0.6288838386535645, 0.34802183508872986, 0.42287200689315796, 0.849479615688324, 1.7149912118911743, 0.6313205361366272, 0.7052759528160095, -0.37462157011032104, 0.39774268865585327, -0.10763221234083176, 0.23730060458183289, -0.024180278182029724, -0.39386364817619324, -1.3146600723266602, 1.0695160627365112, 0.8171846866607666, -1.2580500841140747, -0.823570966720581, -0.8885461091995239, -0.47735312581062317, -0.301704466342926]",1956
1248,172,"[0.11883451044559479, -0.052271634340286255, -0.14074885845184326, 0.007595466915518045, 0.20001615583896637, 0.0383957102894783, 0.0008598585263825953, -0.11795738339424133, 0.005308760330080986, -0.03941760212182999, 0.22579427063465118, 0.1490791141986847, -0.2350511997938156, -0.2400730699300766, 0.20833396911621094, -0.026880085468292236, 0.20747075974941254, 0.0112274419516325, -0.000231581914704293, -0.04050043970346451, 0.14220935106277466, -0.052963655441999435, -0.0454544723033905, -0.0810675397515297, 0.13237473368644714, 0.002786406548693776, -0.1592073142528534, -0.004326161928474903, -0.09233319759368896, 0.16829507052898407, 0.0966963917016983, 0.004740365315228701, -0.16435196995735168, 0.07642799615859985, 0.017058350145816803, 0.1336820125579834, 0.21275682747364044, 0.2202915996313095, -0.08929784595966339, -0.001778559060767293, -0.010893350467085838, 0.14088188111782074, -0.10998275130987167, -0.004592411685734987, 0.09475016593933105, -0.015996981412172318, -0.2812342345714569, 0.01067011896520853, 0.2306375503540039, 0.03236978501081467, -0.14803095161914825, -0.17988236248493195, 0.09025459736585617, -0.03655116632580757, 0.26953125, -0.09328486025333405, -0.1893017441034317, -0.01938348077237606, 0.17664940655231476, -0.08776391297578812, -0.09905592352151871, -0.1785687804222107, -0.26064714789390564, 0.027257392182946205]",1204
1249,665,"[-0.5856971144676208, -0.057266898453235626, -0.3760293126106262, -1.0080384016036987, 0.3433021008968353, -0.5804075598716736, 0.3148127794265747, -0.3563184142112732, 0.19407588243484497, 0.48760053515434265, 0.4787769615650177, 0.6127343773841858, 0.0698564276099205, -1.0048623085021973, -0.5803115963935852, -0.10478494316339493, 1.0465444326400757, -0.33755066990852356, -1.1051832437515259, 0.6142453551292419, 1.0100141763687134, -0.7287641763687134, 0.8134796023368835, -0.6586946845054626, 0.015539534389972687, 0.2557452619075775, -0.7122886776924133, 0.5378441214561462, -1.254797339439392, 1.471986174583435, 1.1719971895217896, 0.93189537525177, -0.5684165954589844, 0.13867026567459106, -0.06119345501065254, 0.6980159282684326, 0.3100387752056122, 1.5582733154296875, -0.5107682347297668, 0.31912288069725037, -0.7665359377861023, -1.276029348373413, 0.3370552062988281, -2.1245954036712646, 0.391152024269104, -1.5090644359588623, -1.2901623249053955, -0.08470471203327179, -0.3208009898662567, 0.8354997634887695, -0.19146673381328583, 1.7586452960968018, 0.31388840079307556, -0.7680184841156006, 0.21485120058059692, 0.7963873744010925, -0.49462559819221497, 0.09678294509649277, 0.16637177765369415, 0.2567543685436249, -0.732536792755127, -0.8840979337692261, -0.9212779998779297, -0.5667519569396973]",1855
1250,172,"[0.47590115666389465, 0.07286053150892258, 0.01760965585708618, -0.4369667172431946, 0.1444236934185028, 0.410803884267807, -0.15344038605690002, -0.2143706977367401, 0.03880727291107178, 0.12576086819171906, 0.33213236927986145, 0.5072536468505859, -0.48440173268318176, -0.6750960946083069, 0.08374201506376266, -0.38853779435157776, -0.06975667923688889, -0.3431625962257385, -0.09151671826839447, -0.18851405382156372, 0.9493361115455627, -0.5894478559494019, 0.02802712842822075, -0.20501622557640076, 0.7843695282936096, 0.338596373796463, -0.08195143938064575, 0.049739498645067215, 0.25078657269477844, 0.27668434381484985, 0.0930197462439537, -0.34961673617362976, -0.3385751247406006, 0.5550302863121033, 0.5303841233253479, 0.6218644380569458, 0.1637401580810547, 0.2703494429588318, -0.5710221529006958, -0.2649819850921631, -0.2568584978580475, 0.22957469522953033, 0.2042277604341507, -0.2116238921880722, 0.5393514633178711, -0.27423372864723206, -0.024532169103622437, 0.17039476335048676, -0.39321091771125793, -0.21708160638809204, 0.19474147260189056, 0.036112479865550995, -0.046642009168863297, -0.25846952199935913, 0.635992705821991, 0.23964229226112366, -0.20747272670269012, -0.0870126411318779, 0.5904340744018555, -0.17601200938224792, 0.21151787042617798, 0.14691773056983948, -0.018403586000204086, 0.5511544942855835]",450
1251,748,"[0.10898879915475845, -0.16292999684810638, 0.5847148895263672, -0.6960036158561707, 1.5517162084579468, 0.16214528679847717, 0.6436811685562134, -0.15774109959602356, -0.1559729427099228, 0.42332687973976135, 1.5018929243087769, 1.0290273427963257, -0.29103612899780273, 0.1676434576511383, 0.979171097278595, 0.009689626283943653, 0.5483140349388123, -0.07808217406272888, -0.4439620077610016, -0.4579005539417267, 0.3440452516078949, -0.7517371773719788, -0.7677618861198425, -0.8613079786300659, -0.8947452306747437, 0.2738281488418579, -0.8440386652946472, 0.19857804477214813, -0.9114935398101807, 0.5105495452880859, -0.28073829412460327, 0.501750648021698, -0.22108860313892365, 0.5561776161193848, 1.0549836158752441, -0.6137855648994446, -0.33288508653640747, 0.5158282518386841, 1.2465428113937378, 0.1984407752752304, 0.34230318665504456, 0.6220540404319763, -0.9444705247879028, -0.2605421543121338, -0.977970540523529, -0.4306269884109497, -1.070277452468872, -0.4409373104572296, -0.3568940758705139, 0.8437854051589966, -0.48284170031547546, 0.06405003368854523, 0.2581104338169098, -0.8311507105827332, 1.2306441068649292, -0.6486508250236511, -0.9019249081611633, -0.015334240160882473, 0.4129825234413147, -0.3759048879146576, -0.15221033990383148, -1.3461662530899048, 0.13988180458545685, -0.32621264457702637]",2402
1252,131,"[-0.3429110050201416, 0.4982846677303314, -0.3732724189758301, 1.2145788669586182, 0.7493312954902649, -0.4881530702114105, -0.3142446279525757, -0.5393380522727966, -0.003467036411166191, 0.20052126049995422, -0.2728305757045746, 0.00974327977746725, -1.1928520202636719, -0.5073866844177246, -0.2717394530773163, -0.29310092329978943, 0.3444620966911316, -0.003262310056015849, 0.4274555742740631, 0.23757901787757874, 1.3422776460647583, 0.5141332745552063, -0.7447376251220703, -0.2634434998035431, -0.01817338727414608, -0.43486446142196655, -0.3250788152217865, -0.20827995240688324, 0.5513491034507751, -0.5488608479499817, 0.5776727199554443, -0.2717454731464386, -0.6621991991996765, 0.5876944661140442, 0.07927783578634262, 0.8510848879814148, -0.3404861092567444, -0.4669816195964813, -1.0774171352386475, -0.16290254890918732, -0.021547570824623108, -0.014767785556614399, -0.30752626061439514, 0.18548189103603363, 0.16386453807353973, 0.1749451756477356, -1.2254629135131836, 0.9920170903205872, 0.24288012087345123, -0.3737856149673462, 0.06981245428323746, -0.19881756603717804, -0.11117042601108551, -0.5393438935279846, 0.6053009629249573, 0.08104366064071655, -0.8102898597717285, -0.6202130913734436, 0.5589699149131775, 0.44471296668052673, -0.3418448567390442, -0.6102016568183899, -0.5236544013023376, -0.6552225351333618]",1473
1253,457,"[0.010207181796431541, -0.11586599797010422, 0.8890001177787781, 0.6372671723365784, 1.1640115976333618, -0.5845885276794434, 0.5447556376457214, -0.16942116618156433, -0.5759260058403015, -0.17004305124282837, 1.1271247863769531, 0.3507556915283203, 1.0260504484176636, -1.521670937538147, 0.38173094391822815, 0.23345275223255157, 0.17749811708927155, 0.16652387380599976, -0.5805829167366028, -0.3819444477558136, 0.02852543815970421, -0.4802860617637634, 0.03468075394630432, 0.7597417831420898, 1.710809350013733, -0.7417873740196228, -0.9019277691841125, 0.13743866980075836, -0.26682162284851074, 1.134313702583313, -0.20246011018753052, 0.1185869574546814, -1.4989110231399536, -0.1737038493156433, 0.5943003296852112, -0.09979189187288284, 1.4410440921783447, -0.37686872482299805, -0.039521679282188416, 0.7636083960533142, 0.6458234190940857, 0.11123194545507431, -0.08403291553258896, -0.6819454431533813, -0.047886479645967484, -0.5154212713241577, -0.7434205412864685, 0.8392564654350281, 0.9450592994689941, 0.5767958760261536, 0.7797908186912537, -0.014809547923505306, 0.7986895442008972, -0.4882087707519531, -0.20699168741703033, -0.5372087955474854, -1.3844860792160034, 1.0607891082763672, 1.4298654794692993, 0.14859430491924286, -0.7874038219451904, -0.5337054133415222, -1.4160007238388062, -0.9352865219116211]",2875
1254,629,"[-0.014531552791595459, 0.10772641748189926, -0.09682679921388626, -0.03003259189426899, 0.35170966386795044, -0.11148048937320709, 0.04634358361363411, 0.01040597539395094, -0.0918029248714447, -0.06350627541542053, 0.2273087054491043, 0.11822567135095596, -0.3361855447292328, -0.4543127119541168, 0.12374906241893768, 0.1095212921500206, 0.11182429641485214, -0.06688602268695831, -0.01634104922413826, 0.033548805862665176, 0.22695355117321014, -0.027629243209958076, 0.08721745014190674, -0.18233059346675873, 0.133391335606575, 0.027371441945433617, -0.04595928639173508, -0.10257013887166977, -0.3109046220779419, 0.031459350138902664, 0.17384187877178192, 0.08825349807739258, -0.14447104930877686, 0.18950720131397247, 0.119089774787426, -0.005476693157106638, 0.13432106375694275, 0.1482965648174286, -0.06755091995000839, -0.07882999628782272, 0.13507041335105896, 0.044124726206064224, 0.05205700173974037, -0.07710468024015427, 0.004120525438338518, -0.057997796684503555, -0.2032342553138733, 0.15123584866523743, 0.22238382697105408, -0.04478747397661209, -0.22557567059993744, -0.10575289279222488, -0.02902771346271038, -0.22978338599205017, 0.18955931067466736, -0.05311712995171547, -0.23504012823104858, 0.09925106167793274, 0.2641180157661438, -0.15851351618766785, 0.03148173168301582, -0.08040288090705872, -0.12707875669002533, 0.07505620270967484]",879
1255,272,"[-0.14628556370735168, 0.34242892265319824, 0.1709667593240738, 1.220673680305481, 1.0536227226257324, -0.20474953949451447, -0.678959310054779, -0.8549087643623352, -0.009680679067969322, 0.09595048427581787, -0.10983379185199738, 0.05098672956228256, -1.2870126962661743, -0.40235868096351624, -0.4926467835903168, -0.09936864674091339, -0.3945527970790863, 0.15337128937244415, 0.10738452523946762, -0.1666768491268158, 1.123802900314331, 0.0015179370529949665, -0.47179752588272095, -0.05385028198361397, -0.5597599148750305, -0.44528403878211975, -0.7250827550888062, 0.20664925873279572, 0.06586707383394241, 0.6200895309448242, 0.758879542350769, -0.5901198387145996, -0.9271984696388245, 1.0784385204315186, -0.017109081149101257, 0.3131813108921051, 0.06694046407938004, 0.23670458793640137, 0.47323670983314514, 0.36031287908554077, 0.21204979717731476, 0.5395548343658447, -0.07643938809633255, -0.8312526941299438, 0.5023958683013916, 0.6737760901451111, -1.547128677368164, 0.8693762421607971, 0.6007699370384216, -0.20795093476772308, 0.836183488368988, 0.3016238212585449, 1.200243353843689, 0.028814686462283134, 0.6254673600196838, 0.11274570971727371, -0.3016410768032074, -0.3706440329551697, 0.1727534830570221, 1.4841651916503906, -0.16897323727607727, -0.2804902195930481, -0.21635079383850098, -0.09710262715816498]",3493
1256,283,"[0.5645767450332642, 0.5759527683258057, -0.6013290286064148, 0.7982860803604126, 0.4761827290058136, -0.2980532944202423, -0.3814672529697418, 0.2539356052875519, -0.6839468479156494, 0.18124274909496307, -0.4292610287666321, -0.04579867795109749, -0.27585697174072266, 0.02966512367129326, 0.6272634267807007, 0.35320818424224854, -0.17711792886257172, 0.6866936087608337, -0.4941985011100769, 0.07300543040037155, 0.5590029358863831, -0.39010635018348694, 0.00438231136649847, 0.36305972933769226, 0.020150838419795036, 0.3137742280960083, -0.7466420531272888, -0.3039633333683014, 0.5423362851142883, 0.6716107726097107, -0.2379140853881836, 0.49355804920196533, -0.9309982061386108, -1.030129313468933, 0.41446325182914734, -0.39116787910461426, 1.056467890739441, 0.6103823184967041, 0.09789272397756577, 0.5576092600822449, 0.1899912804365158, -0.6936612725257874, 0.4707464277744293, 0.08333607763051987, 0.24945363402366638, -0.5168756246566772, 0.7552031874656677, -0.15034687519073486, 0.6780853271484375, 0.3920329511165619, -0.39498019218444824, 0.29542097449302673, 0.6222365498542786, -0.6485316157341003, 0.6374119520187378, 0.6730003952980042, -1.1498059034347534, -0.14202840626239777, -0.13556303083896637, -2.062028169631958, 0.5843093395233154, -1.2520463466644287, -0.9413484930992126, 0.4152439534664154]",1233
1257,283,"[0.5150600075721741, 0.5910093188285828, -0.5076113343238831, 0.693038284778595, 0.412919282913208, -0.28233203291893005, -0.5741885900497437, 0.347401887178421, -0.6810033917427063, 0.09641750901937485, -0.4377104640007019, 0.003444485832005739, -0.4402484893798828, -0.09681905061006546, 0.8140615224838257, 0.41421252489089966, -0.1792425960302353, 0.686526894569397, -0.6292082667350769, 0.08068999648094177, 0.5598737001419067, -0.5573866367340088, -0.14638686180114746, 0.4404982030391693, 0.0454830601811409, 0.2221633791923523, -0.7609610557556152, -0.30388784408569336, 0.5198752880096436, 0.6203277111053467, -0.010455801151692867, 0.6225156784057617, -0.9676052927970886, -0.955108106136322, 0.4203700125217438, -0.45897918939590454, 1.039350986480713, 0.5931321382522583, 0.018795689567923546, 0.44218021631240845, 0.17041726410388947, -0.6358000040054321, 0.3749353587627411, 0.1216079443693161, 0.2661576271057129, -0.569349467754364, 0.8884555101394653, -0.12043564021587372, 0.6761860251426697, 0.35381585359573364, -0.4214852750301361, 0.1877993643283844, 0.5095464587211609, -0.6416329741477966, 0.5933204889297485, 0.7199963331222534, -1.2470357418060303, -0.2114976942539215, -0.15336191654205322, -1.9734954833984375, 0.6362234950065613, -1.1503026485443115, -0.9371858835220337, 0.3586163818836212]",104
1258,173,"[0.26176491379737854, -0.08547388017177582, -0.102229043841362, -0.2019534558057785, -0.024284012615680695, -0.06841450184583664, -0.059464313089847565, -0.01503574289381504, -0.337592750787735, -0.15130095183849335, -0.16127915680408478, -0.10635779798030853, -0.49950769543647766, -0.32703813910484314, -0.7170460224151611, -0.7104657292366028, -0.6671974658966064, -0.23349715769290924, 0.03499897941946983, 0.720696210861206, 0.01410269271582365, -0.35040590167045593, 0.14360696077346802, 0.10312193632125854, -0.10977905243635178, -0.038423746824264526, -0.25482577085494995, 0.39354240894317627, -0.3539498448371887, 0.40243691205978394, 0.25764527916908264, 0.1373985856771469, -0.6638200283050537, 0.1647309809923172, 0.07241512835025787, 0.059589218348264694, 0.6706042885780334, 0.8806573152542114, -0.11642876267433167, 0.04704257845878601, 0.1189657673239708, 0.03725086897611618, -0.3200279772281647, -0.06968402117490768, -0.655322790145874, 0.08222433924674988, -0.6318884491920471, -0.6809843182563782, 0.18155530095100403, -0.21754245460033417, -0.14444904029369354, -0.39238378405570984, 0.030026476830244064, 0.19751767814159393, 0.2597058117389679, 0.003913648892194033, 0.4237283170223236, 0.0032818240579217672, 0.9172259569168091, 0.02719631791114807, -0.24799667298793793, 0.32863348722457886, -0.12717369198799133, 0.10832256823778152]",2249
1259,405,"[0.012794528156518936, -0.0649358332157135, -1.094934344291687, 0.4791702926158905, -0.1712498962879181, 0.39592036604881287, -0.38184764981269836, 0.044647399336099625, -0.19105380773544312, -0.23336593806743622, 0.2451111227273941, 0.2242961823940277, 0.09636221081018448, -0.3388318419456482, 0.47945940494537354, -0.22534997761249542, 0.03125278279185295, -0.24711810052394867, -0.08235407620668411, 0.6548579931259155, -0.08326730132102966, 0.11278549581766129, 0.04571850597858429, -0.1321505308151245, 0.6837157607078552, 0.1324239820241928, -1.4622937440872192, -0.9775585532188416, -0.5412150025367737, 0.1875927448272705, 0.3973982334136963, -0.46413570642471313, -0.3527880012989044, -0.3607863187789917, 0.01602429896593094, 0.48874300718307495, -0.0637221485376358, 0.9004882574081421, 0.37117400765419006, -0.4846842885017395, -0.7722415924072266, 0.10925844311714172, -0.549336850643158, 0.26824796199798584, 0.09428892284631729, -0.48621973395347595, -0.6037505865097046, -0.23844929039478302, 0.35244715213775635, 0.4632401764392853, -0.5267581343650818, -1.0905585289001465, 0.1961415410041809, -0.12951728701591492, 0.7793992161750793, -0.24598391354084015, -0.9789972901344299, -0.16677401959896088, -0.4946950674057007, -0.6549160480499268, 0.5087538361549377, -0.1636224240064621, -0.8581382036209106, 0.5589881539344788]",2716
1260,593,"[0.1624763160943985, 0.1296071857213974, -1.470992088317871, 0.09894265234470367, 0.08127591013908386, 0.14294205605983734, -0.7625583410263062, -0.5854116678237915, 0.671317458152771, -0.14142614603042603, 0.09556430578231812, 0.3441788852214813, -1.2710305452346802, -1.0996999740600586, -0.043439339846372604, -0.5017990469932556, 0.3655799925327301, -0.933271050453186, -0.028137117624282837, -0.07126305997371674, 1.2038192749023438, 0.6470950841903687, -0.12166100740432739, -0.2115715891122818, 0.6848276853561401, -0.34965771436691284, -0.4659207761287689, -0.4222547113895416, -0.19261059165000916, 0.03971337154507637, 1.069088101387024, -0.9856796860694885, -0.6391878724098206, -0.5651268362998962, 1.0731897354125977, 1.208627462387085, -0.9820696711540222, -0.5352762937545776, -0.027015207335352898, -1.0572055578231812, -1.4808857440948486, 0.8458820581436157, -0.22749483585357666, 0.4805614948272705, 1.2092609405517578, -0.459756076335907, -0.047483179718256, -0.3353455364704132, -0.21550504863262177, 0.6016824245452881, 0.07313632220029831, -0.7739872932434082, -0.5280924439430237, -1.2203584909439087, 1.23473060131073, -0.2845330536365509, -0.2802600562572479, -1.418510913848877, 0.3419678807258606, 0.5413910150527954, -0.3650919795036316, -1.4728593826293945, -0.8052414059638977, 1.770963191986084]",2901
1261,833,"[-0.17551861703395844, -0.35786113142967224, -0.21115683019161224, 0.22941604256629944, 0.8468133807182312, -0.07307705283164978, -0.20995008945465088, -0.14190788567066193, -0.13723939657211304, 0.050183285027742386, 0.7073240876197815, 0.42919856309890747, -0.555449903011322, -0.993287205696106, 0.4339730739593506, 0.392142117023468, 0.16570733487606049, 0.1579980105161667, 0.18294911086559296, 0.13312412798404694, 0.6719197630882263, 0.21456113457679749, 0.28849607706069946, -0.45282527804374695, 0.01890554279088974, -0.03980071470141411, -0.016830720007419586, 0.011476287618279457, -0.1974213421344757, 0.24103865027427673, 0.7140480875968933, 0.077053502202034, -0.05057978630065918, 0.18077115714550018, 0.3507019579410553, 0.2280847728252411, 0.4630163311958313, 0.24157486855983734, 0.029559912160038948, -0.1786656528711319, -0.5921196937561035, 0.29008129239082336, -0.22366036474704742, 0.4075292646884918, -0.15789425373077393, 0.10901279747486115, -0.5862741470336914, 0.0790613666176796, 0.8571807146072388, -0.07292569428682327, -0.1189456358551979, -0.015253235585987568, 0.11855383962392807, -0.08733827620744705, 0.8081673979759216, -0.22924569249153137, -0.17376504838466644, -0.15958352386951447, 0.11289046704769135, -0.31065046787261963, -0.06060400605201721, -0.604309618473053, -0.6192784309387207, 0.2502361536026001]",1473
1262,173,"[-0.28715065121650696, -0.5469885468482971, -1.257961392402649, -0.30891963839530945, 0.3088875114917755, 0.0758938118815422, -0.5546432137489319, -0.35647961497306824, 0.3241793215274811, -0.4589916467666626, -0.8570922017097473, 0.478753000497818, 0.3563922345638275, -0.9014722108840942, -0.3510473668575287, -0.2596904933452606, 0.3007861375808716, -0.13775520026683807, 0.6751927137374878, -0.5147436261177063, 0.502324104309082, 0.15602536499500275, 0.2562575936317444, -0.6454758644104004, -0.33138903975486755, -0.2894858717918396, -0.05265955626964569, -0.2837500274181366, 1.2355668544769287, 0.7686607241630554, 0.6543756127357483, 0.6872411370277405, 0.17974138259887695, 0.31246036291122437, 1.0221588611602783, 0.17234089970588684, -0.027485258877277374, 1.1440095901489258, 0.08847867697477341, 0.6328242421150208, 0.2440093755722046, 0.16278547048568726, 1.143225073814392, 0.25244376063346863, -0.3446151316165924, 0.33894839882850647, -0.641845166683197, -0.1063518226146698, 0.06921874731779099, 0.41982704401016235, -0.46908700466156006, -0.35809221863746643, 0.7848344445228577, -0.06855358183383942, 1.3597863912582397, 0.3871578276157379, -0.3265649974346161, -0.3081975281238556, -0.3223108947277069, -0.6078913807868958, 1.174052357673645, 0.48013389110565186, 0.12578162550926208, 0.608875036239624]",2125
