,condition,card2vec,drugName
321,310,"[-0.20923472940921783, -0.3961349129676819, -0.33829960227012634, -0.1303652971982956, 0.9639632701873779, 0.07298208028078079, 0.37915101647377014, -0.4845537841320038, -0.06663545966148376, 0.2568642497062683, -0.3288317918777466, 1.0193047523498535, -0.012260503135621548, -1.0841472148895264, 0.4761250913143158, 0.007951700128614902, 0.18890266120433807, -0.02526601031422615, -0.29120683670043945, -0.47500503063201904, 0.528369665145874, -0.8236149549484253, 0.021912498399615288, -0.5269275307655334, 0.4321213960647583, 0.8385918140411377, -0.19426636397838593, 0.118606336414814, -0.4152638018131256, 0.3610597550868988, 0.4636065363883972, 0.006206301506608725, -0.5198541283607483, 0.14156632125377655, 0.18952463567256927, -0.4172610342502594, 0.4616170823574066, 0.24906820058822632, -0.7423264384269714, -0.21826574206352234, -0.4957149624824524, 0.22425058484077454, -0.6226580739021301, -0.3103126585483551, -0.4670354127883911, -0.184405118227005, -0.34134742617607117, -0.4947143495082855, 0.3827298581600189, 0.0907832533121109, 0.19956833124160767, -0.4826390743255615, -0.060864727944135666, 0.036949969828128815, 0.7644259333610535, 0.002841161098331213, 0.09609489887952805, 0.09274456650018692, 0.1986342966556549, -0.3045043647289276, 0.40663400292396545, -0.33238133788108826, -0.5075260996818542, 0.39208313822746277]",2535
322,220,"[0.34270524978637695, -0.5575469136238098, -0.14285501837730408, -0.0365595743060112, -0.1224570944905281, -0.06460721790790558, 0.629863977432251, -0.03392687439918518, 0.2233039289712906, 0.3159959316253662, -0.08186159282922745, 0.5176717042922974, -0.1662059873342514, -1.4820818901062012, -0.04335663095116615, -0.06609884649515152, -0.3769294321537018, -0.17331749200820923, 0.19961018860340118, 0.07733344286680222, 0.8575435280799866, -0.015511590987443924, 0.21274426579475403, -0.4469778835773468, -0.07164335995912552, 0.13545405864715576, -0.5479652285575867, -0.028905674815177917, 0.20161399245262146, 0.7372231483459473, 0.48330989480018616, 0.8054834008216858, -0.7344065308570862, -0.079970583319664, 0.41146063804626465, -0.050053853541612625, -0.16258662939071655, 0.25555917620658875, -0.5799726247787476, 0.4153914451599121, 0.025679968297481537, 0.03420388698577881, -0.19181466102600098, -0.3233148455619812, 0.026650823652744293, -0.13853779435157776, -0.42305880784988403, 0.8503744006156921, 0.6564939618110657, -0.1724594235420227, -0.7561915516853333, -0.07552620023488998, 0.26579931378364563, -0.36171257495880127, 0.2328106015920639, -0.033934369683265686, -0.8484491109848022, 0.462429940700531, 0.37287411093711853, -0.4227469861507416, -0.06274926662445068, -0.04811694100499153, -0.9722934365272522, -0.23755043745040894]",251
323,220,"[0.4109642207622528, -0.6580838561058044, -0.0529593750834465, -0.054611220955848694, -0.13097211718559265, -0.18636290729045868, 0.5725557804107666, -0.13447290658950806, 0.29456785321235657, 0.30554044246673584, -0.17520007491111755, 0.48682478070259094, -0.19402335584163666, -1.5536915063858032, 0.012070843018591404, 0.01494776550680399, -0.35890403389930725, -0.15623298287391663, 0.06816580891609192, 0.11405657231807709, 0.656568706035614, 0.03099815547466278, 0.18685470521450043, -0.37696534395217896, -0.020558474585413933, 0.1712433397769928, -0.5406935214996338, -0.12834477424621582, 0.22392217814922333, 0.7487847208976746, 0.37358444929122925, 0.8930462002754211, -0.7720291614532471, -0.05539540573954582, 0.4641668200492859, -0.1889326423406601, -0.062009457498788834, 0.23084142804145813, -0.740416944026947, 0.35547590255737305, 0.11216852813959122, -0.015813620761036873, -0.1063317283987999, -0.41104957461357117, -0.07216966152191162, -0.1060376986861229, -0.5118779540061951, 0.8948287963867188, 0.6153072714805603, -0.1957842856645584, -0.8470908999443054, 0.02863272838294506, 0.3569468855857849, -0.3547833263874054, 0.13257572054862976, -0.040469132363796234, -0.8214442729949951, 0.5389719009399414, 0.37236863374710083, -0.379818856716156, -0.020629005506634712, -0.08809539675712585, -1.0972341299057007, -0.05242244899272919]",138
324,173,"[-1.0766841173171997, -1.3941091299057007, -0.6367978453636169, 0.21342960000038147, -0.24521404504776, 0.8890451788902283, -1.6543567180633545, 0.28382501006126404, 0.10222725570201874, -0.12136667221784592, -0.03220301866531372, 0.7501444816589355, -0.7753845453262329, -0.5229781866073608, 0.14000239968299866, -0.3966934382915497, -0.3424198031425476, 0.5578439831733704, -0.3580184578895569, -0.49877312779426575, 0.3093179166316986, -0.04894985258579254, 0.2904188632965088, -1.087937355041504, -0.18307869136333466, 0.20038995146751404, -0.6272869110107422, 0.4782068431377411, 1.5758062601089478, 0.43040913343429565, 0.34494131803512573, 1.2417585849761963, 0.711588978767395, 1.6727409362792969, -0.29237866401672363, 0.1048247441649437, 0.625430166721344, 1.5336413383483887, -0.3539310097694397, 0.6282620429992676, -1.3076536655426025, -0.05252910405397415, -0.4111364781856537, 0.2842780649662018, -0.01792892999947071, 0.22391587495803833, -0.9587411284446716, -0.06149783357977867, -0.1356990486383438, 0.2972114384174347, -0.553671658039093, -0.0380442813038826, 0.9999504089355469, -0.05466337874531746, 0.7789049744606018, 1.3005294799804688, 0.1079743281006813, 0.7380684614181519, 0.4237350523471832, 0.00969840120524168, 0.591220498085022, 0.7217142581939697, -0.7858787775039673, 0.9092599749565125]",1857
325,859,"[-0.4131128489971161, 0.18211227655410767, -0.03701505810022354, -0.5894824862480164, 0.25732919573783875, -0.1468585878610611, -0.23460587859153748, -0.5771289467811584, -1.0431157350540161, 0.5370661616325378, 0.3370286524295807, 0.1923358291387558, -0.47996023297309875, -0.3377067446708679, 0.8157348036766052, 0.0965365394949913, 0.092050701379776, 0.1264955848455429, 0.1580573171377182, 0.7283783555030823, 0.10553375631570816, -0.07012658566236496, 0.8878528475761414, -0.92125403881073, 0.22895339131355286, -0.8138370513916016, -0.5827658772468567, -0.15202830731868744, 0.49239489436149597, -0.21478144824504852, 0.6720007061958313, 0.656802237033844, -0.43576470017433167, -0.19495244324207306, -0.10796386748552322, 1.1677608489990234, -0.09237559139728546, 0.6577219367027283, -0.4609197676181793, -0.4490987956523895, 1.0563164949417114, 0.257844477891922, 0.2685333490371704, 0.1455453336238861, 1.0080546140670776, -0.5997757315635681, -0.05427331104874611, -0.12377143651247025, -0.10339131951332092, 0.12284348905086517, -0.6590780019760132, -0.0342094860970974, 0.41607779264450073, -0.7591280937194824, 1.608132004737854, -0.24367788434028625, -0.11644955724477768, -1.0718520879745483, -0.8359624147415161, -0.325323224067688, 0.31699520349502563, -0.7599802613258362, -0.031578220427036285, 0.21547284722328186]",2138
326,173,"[0.1967918872833252, 1.3143157958984375, -0.5744898915290833, -0.9036067724227905, 1.501884937286377, 0.13810990750789642, -0.829424262046814, 0.38599592447280884, 0.8153594732284546, 0.20525646209716797, 0.8526712656021118, 0.9880003929138184, -0.6032828092575073, -1.5771379470825195, 0.592458188533783, 1.095615267753601, 0.75914466381073, 0.4003939926624298, 0.11840573698282242, -0.504645824432373, 1.3597527742385864, -0.05961429700255394, 0.02634960412979126, -0.23872150480747223, 0.5749995708465576, -0.19416454434394836, -0.1564285010099411, 0.44051963090896606, 0.32809892296791077, -0.3833145797252655, 0.518415093421936, -0.21401061117649078, 0.602645993232727, 0.9552863240242004, 1.2562060356140137, -0.020238121971488, 0.5126895904541016, 0.10873596370220184, -0.8299665451049805, -1.026619791984558, 0.2696729600429535, 0.5028842687606812, 0.09200143069028854, -0.7667686343193054, 0.24813690781593323, 0.15138457715511322, -0.021939251571893692, -0.11338295042514801, -0.13783350586891174, 0.582049548625946, -0.7693954706192017, -0.10313041508197784, -0.18770530819892883, -0.2225571721792221, 1.23285710811615, 0.9375917315483093, -0.2257101833820343, 0.3312514126300812, 0.8506943583488464, -0.7820492386817932, 0.4648776054382324, -0.11256386339664459, -0.0953284427523613, 0.32520946860313416]",1312
327,173,"[0.16231343150138855, 1.3869253396987915, -0.6028773188591003, -0.8438432216644287, 1.5220251083374023, 0.10602747648954391, -0.7946311235427856, 0.3753785490989685, 0.7074064612388611, 0.02621743641793728, 0.9270833134651184, 0.8878359198570251, -0.7149824500083923, -1.584847092628479, 0.5950411558151245, 1.0325795412063599, 0.7724040150642395, 0.5705149173736572, 0.24119815230369568, -0.48152029514312744, 1.4398828744888306, -0.011018368415534496, 0.04070260375738144, -0.06587301194667816, 0.7223337888717651, -0.10038217157125473, -0.1064743846654892, 0.42233195900917053, 0.0037052661646157503, -0.32619884610176086, 0.6044343113899231, -0.2336888164281845, 0.41254937648773193, 0.8906285762786865, 1.2377055883407593, 0.10353264957666397, 0.5133308172225952, 0.17589770257472992, -0.7235218286514282, -1.006627082824707, 0.35618191957473755, 0.3785594701766968, 0.045071739703416824, -0.7902052998542786, 0.29641398787498474, 0.20966596901416779, -0.039142459630966187, -0.07320060580968857, -0.2242557257413864, 0.47577935457229614, -0.6626178622245789, -0.04242746904492378, -0.2585183084011078, -0.05459628999233246, 1.3645663261413574, 0.955128014087677, -0.2780687212944031, 0.45526933670043945, 0.8887434601783752, -0.7806026935577393, 0.4931866228580475, 0.027402998879551888, -0.2196836620569229, 0.21613481640815735]",131
328,729,"[-0.6131666302680969, 0.0748453140258789, -0.15235523879528046, -0.04757869988679886, 0.43526554107666016, 0.15919619798660278, -0.23125529289245605, -0.41913703083992004, 0.2653018832206726, -0.4611898958683014, -0.17806017398834229, -0.05760790407657623, -0.09589731693267822, -1.1226717233657837, -0.06564552336931229, 0.5032361745834351, -0.4610266089439392, 0.395683228969574, 0.15324632823467255, 0.2486604005098343, 0.42233654856681824, -0.3160656690597534, -0.2315964251756668, -0.10053925216197968, 1.3354036808013916, -0.4109935760498047, -0.8813182711601257, 0.33073845505714417, 0.08584052324295044, -0.6442779302597046, 0.35259389877319336, -0.34024935960769653, 0.12035190314054489, 0.23027081787586212, 0.8362314701080322, -0.20364797115325928, -0.47430217266082764, 0.016085593029856682, 0.25281935930252075, -0.29176798462867737, -0.18128588795661926, -0.36607304215431213, 0.47589099407196045, 0.0032057915814220905, 0.23209315538406372, 0.7742401957511902, -0.20201516151428223, 1.2556633949279785, 1.6396304368972778, 0.08223682641983032, -0.4322546422481537, 0.1125592589378357, 0.058436449617147446, -0.0006505653145723045, 0.24007146060466766, 0.6453729271888733, -0.15464195609092712, 0.1197875514626503, 0.8027022480964661, -0.6424947381019592, -0.8425502777099609, 0.33151325583457947, -0.2190181463956833, 0.8316017985343933]",2579
329,173,"[0.0715099349617958, -0.10267748683691025, -0.6119558215141296, 0.259109765291214, 0.5958108305931091, 0.9241033792495728, -0.59530109167099, -0.014036430045962334, -0.6234453320503235, -0.5025565028190613, 0.4019058346748352, 0.39484524726867676, -0.7623165845870972, -0.6250520944595337, 0.08390326797962189, -1.1871159076690674, 0.01473462488502264, -0.06427694857120514, -0.0928502157330513, -0.18191547691822052, -0.02881307527422905, 0.06662575155496597, 0.6417216062545776, 0.5458968281745911, -0.3494056761264801, -0.031453829258680344, -0.6662472486495972, 0.7975139617919922, -0.13467778265476227, 0.29343941807746887, 0.14043568074703217, 0.01161789707839489, -0.03907649219036102, 0.7011261582374573, 0.3329163193702698, -0.9371155500411987, 0.528581440448761, 1.032871961593628, 0.5073100328445435, -0.30143269896507263, 0.05565117299556732, 1.0431365966796875, 0.4785197973251343, 0.1107771173119545, 0.7664410471916199, 0.2393251210451126, -0.48920658230781555, -1.163902997970581, 0.7248775959014893, -0.14675547182559967, -0.4909053146839142, -0.876129686832428, 1.1760648488998413, 0.35085436701774597, 0.7033944725990295, -0.04300973564386368, -0.9669334292411804, -0.14482560753822327, 0.3390046954154968, -1.0015320777893066, 0.8369299173355103, 0.1902395486831665, -0.928956925868988, -0.2074967324733734]",1312
330,173,"[-0.00862214621156454, -0.0750734731554985, -0.6341482996940613, 0.29919809103012085, 0.6786707043647766, 0.9465747475624084, -0.6364156603813171, -0.14807215332984924, -0.4764869511127472, -0.5122432112693787, 0.3674642741680145, 0.3201102614402771, -0.8713679909706116, -0.54747074842453, 0.0053719631396234035, -1.136479377746582, 0.025884222239255905, -0.12142104655504227, -0.03771952912211418, 0.006942446809262037, -0.1352994292974472, -0.043370820581912994, 0.34572526812553406, 0.43817031383514404, -0.3136357069015503, 0.009465433657169342, -0.5306459069252014, 0.6892244219779968, -0.1643413007259369, 0.31984570622444153, -0.0705791637301445, -0.034478139132261276, 0.045754190534353256, 0.9477447271347046, 0.173619344830513, -0.7726964354515076, 0.7233046293258667, 0.9991745948791504, 0.5756767988204956, -0.2014857977628708, -0.11219396442174911, 1.0966216325759888, 0.5377985835075378, 0.051401108503341675, 0.6986936926841736, 0.28420281410217285, -0.1985093653202057, -1.278076410293579, 0.5427452325820923, -0.021407684311270714, -0.5173226594924927, -0.8132820725440979, 1.1077542304992676, 0.02628721483051777, 0.6157154440879822, 0.1190769299864769, -0.913322925567627, 0.04712938517332077, 0.4455517530441284, -0.9947152733802795, 0.7879317402839661, 0.09683703631162643, -0.9851454496383667, -0.3835854232311249]",131
331,435,"[0.592826247215271, -0.0014690220123156905, -0.5621062517166138, 0.9470821619033813, 1.2641674280166626, 0.3832308351993561, 1.0221363306045532, -0.066464364528656, 0.014429760165512562, 0.4419519603252411, 0.44584864377975464, 0.30913326144218445, -0.7028762102127075, -1.2599307298660278, 0.8522472977638245, 0.3350483179092407, 0.1405106484889984, 0.25658899545669556, 0.23523031175136566, -0.221979022026062, 0.26969441771507263, -0.699550211429596, -1.0286645889282227, -0.6452047228813171, 0.15961357951164246, -6.637916521867737e-05, -0.6652266383171082, -0.6397061347961426, -1.627406120300293, 0.062028564512729645, -0.13860617578029633, -0.10812541097402573, -1.6178371906280518, -0.6851127743721008, -0.43556979298591614, -0.21373774111270905, -0.7447530031204224, 0.175142303109169, 0.17138922214508057, 0.6852073073387146, -0.045537106692790985, -0.2326464205980301, -0.48790863156318665, 0.6307669281959534, 0.27839168906211853, 0.688993513584137, 0.2634998857975006, -0.5921072363853455, 1.0699917078018188, -0.5580379962921143, -0.005854613147675991, -0.7802146077156067, 1.1477947235107422, -0.5954583287239075, 0.9878313541412354, 0.27290400862693787, -0.40784695744514465, -0.5471897125244141, 0.1435295194387436, -0.6801306009292603, 0.4720664322376251, -1.471305012702942, -0.16290561854839325, 0.07916185259819031]",416
332,173,"[0.13568075001239777, 0.06716910004615784, -0.06164082884788513, 0.29457318782806396, 0.2536478042602539, 0.5149717926979065, 0.05300673097372055, 0.04132336750626564, -0.14305299520492554, -0.4135300815105438, 0.303265243768692, 0.08177336305379868, -0.24941018223762512, -0.3326016366481781, -0.38518017530441284, 0.32836490869522095, 0.43874624371528625, 0.1751362681388855, -0.023971812799572945, -0.15245285630226135, 0.34395548701286316, -0.20066121220588684, 0.5448576807975769, -0.06675184518098831, 0.18543453514575958, -0.03050510585308075, 0.04874340444803238, 0.30553460121154785, -0.09707657992839813, 0.3659796416759491, 0.2434481382369995, -0.232522115111351, -0.16716927289962769, 0.3173283636569977, 0.08799384534358978, 0.42576709389686584, 0.8405835032463074, 1.0217832326889038, -0.2249481976032257, 0.11411148309707642, 0.0696655884385109, -0.20312075316905975, -0.15692174434661865, 0.09310932457447052, -0.3023272454738617, -0.17921757698059082, -0.006783864926546812, -0.216839000582695, -0.11749541759490967, -0.266042560338974, 0.1656993329524994, 0.020195163786411285, 0.2719111740589142, -0.5813462138175964, 0.9633682370185852, 0.15202517807483673, -0.13262756168842316, 0.36198529601097107, 0.5546894669532776, -0.0261994656175375, 0.521673321723938, -0.07040592283010483, -0.5279340147972107, -0.06044823303818703]",1312
333,173,"[0.06189220771193504, -0.010364606976509094, -0.007092743180692196, 0.2778322100639343, 0.28091979026794434, 0.4495471119880676, 0.22711241245269775, -0.0696462020277977, -0.24449612200260162, -0.3309185802936554, 0.42700326442718506, 0.10016235709190369, -0.06913360208272934, -0.4246194362640381, -0.3433932065963745, 0.2231287658214569, 0.38694727420806885, 0.13085730373859406, 0.0032790997065603733, -0.24213191866874695, 0.2933385372161865, -0.26180991530418396, 0.6461248993873596, -0.016710497438907623, 0.19075755774974823, -0.04823056608438492, 0.011377335526049137, 0.30334460735321045, -0.0797523707151413, 0.33736342191696167, 0.26130032539367676, -0.21728293597698212, -0.0915725827217102, 0.25425100326538086, 0.15346954762935638, 0.468971312046051, 0.7620071768760681, 1.020983338356018, -0.16206994652748108, 0.12223176658153534, 0.09826117753982544, -0.027143286541104317, -0.2240934818983078, 0.0013992817839607596, -0.30663958191871643, -0.21981248259544373, 0.08469352126121521, -0.16215632855892181, 0.04033305123448372, -0.21863996982574463, 0.2260231375694275, 0.06575588136911392, 0.2622390389442444, -0.6693752408027649, 0.951922595500946, -0.025688650086522102, -0.045393045991659164, 0.42240968346595764, 0.5305920839309692, -0.15203924477100372, 0.4757101535797119, -0.1514306366443634, -0.6207149624824524, -0.012966630980372429]",131
334,283,"[0.016718512400984764, 0.0536683015525341, -0.1450948417186737, 0.05343729257583618, 0.1384899914264679, 0.054221656173467636, 0.004397119861096144, -0.06410422176122665, 0.007731402758508921, -0.03842313587665558, 0.05090450495481491, 0.09110255539417267, -0.12508058547973633, -0.18102560937404633, -0.07026361674070358, -0.06752471625804901, 0.019863642752170563, -0.05802842974662781, -0.04829949140548706, 0.13134142756462097, 0.2188323438167572, -0.06995552033185959, 0.09038999676704407, -0.06561031192541122, 0.1339150220155716, 0.0716870129108429, -0.08147032558917999, -0.02192995510995388, -0.09897121042013168, 0.17198623716831207, 0.04246008023619652, 0.055283550173044205, -0.13799041509628296, -0.021932458505034447, 0.11782285571098328, 0.02332504838705063, 0.0024172498378902674, 0.2144690304994583, -0.00973427016288042, -0.042198244482278824, -0.06668861955404282, -0.027071792632341385, -0.02862168289721012, 0.01971249468624592, -0.04024406149983406, 0.004214016254991293, -0.15862539410591125, -0.004515108652412891, 0.09899698942899704, -0.004952376242727041, -0.08272570371627808, -0.008384859189391136, 0.11187601834535599, -0.020917609333992004, 0.1852973848581314, 0.0933244377374649, -0.15265396237373352, 0.10283064842224121, 0.09732747077941895, -0.1533193141222, 0.008612625300884247, 0.0029503130353987217, -0.07883909344673157, 0.11904909461736679]",3354
335,80,"[-0.0475994311273098, 0.8821447491645813, -1.0447384119033813, -0.9818719625473022, 0.8679153323173523, 0.3992324471473694, -0.1320013403892517, -0.1574508100748062, -1.3840060234069824, -0.9509303569793701, 0.684262752532959, -0.5338391661643982, -0.9966565370559692, -0.5081873536109924, 0.4660145938396454, -0.23257653415203094, 0.4759540259838104, 0.6607488989830017, -0.003757874481379986, 0.2982597053050995, -0.6380745768547058, 0.12738104164600372, 0.20595625042915344, -1.6362448930740356, 0.2808372974395752, 0.08024737238883972, -0.6791272163391113, 0.33831465244293213, -0.29926925897598267, 0.026917535811662674, -0.4819762706756592, 0.48482879996299744, -1.1396825313568115, 0.2182411253452301, -0.35566624999046326, 0.3475382924079895, 0.7903339862823486, 1.0543479919433594, -0.9025127291679382, -0.05879726633429527, -0.20695742964744568, 0.5368526577949524, -0.7738884687423706, 0.4727896451950073, 0.42879441380500793, -0.07346530258655548, -0.3635736405849457, -0.4385621249675751, -0.06013571843504906, -0.5731905102729797, -0.8937613368034363, -1.9185248613357544, 0.1560317873954773, 0.011137905530631542, 1.109352707862854, 0.35654106736183167, -0.4832344353199005, -0.5277064442634583, 0.6547550559043884, -1.2746210098266602, -0.14539602398872375, -1.167969822883606, 0.5827953219413757, 0.1841008961200714]",1312
336,80,"[0.23202258348464966, 0.913703203201294, -1.0100749731063843, -0.7730571627616882, 0.850418210029602, 0.372786283493042, -0.144227534532547, 0.09427428245544434, -1.141339898109436, -1.0541232824325562, 0.6211164593696594, -0.6637357473373413, -0.8276152610778809, -0.552407443523407, 0.5615624189376831, -0.13230468332767487, 0.43231791257858276, 0.6157193779945374, 0.288790762424469, 0.3154091536998749, -0.6727001070976257, 0.29536837339401245, 0.09988172352313995, -1.6692273616790771, 0.39698484539985657, 0.039776068180799484, -0.9299456477165222, 0.33094942569732666, -0.4083912670612335, 0.11449538916349411, -0.6383041143417358, 0.5358545184135437, -1.181161642074585, 0.30931270122528076, -0.37341436743736267, 0.30822595953941345, 0.865764319896698, 1.0608471632003784, -0.9062435030937195, -0.11211692541837692, -0.06122608855366707, 0.3374073803424835, -0.8246616125106812, 0.42192718386650085, 0.35488659143447876, -0.020229781046509743, -0.43196868896484375, -0.2958926260471344, -0.06125526502728462, -0.6281928420066833, -0.8634734153747559, -1.9802485704421997, 0.2259451001882553, 0.07932852953672409, 1.0370732545852661, 0.3982023298740387, -0.6215782165527344, -0.4238731265068054, 0.6408176422119141, -1.1635924577713013, -0.18935008347034454, -1.0435281991958618, 0.5082200169563293, 0.2240281105041504]",131
337,853,"[-0.7175925374031067, -1.1377882957458496, -0.8103962540626526, 0.1825336217880249, 0.038083139806985855, -0.0320255383849144, 1.0638302564620972, -0.7156513929367065, 0.8415020108222961, 0.5899828672409058, -0.23577439785003662, 0.9009402990341187, 0.39180251955986023, -0.9359606504440308, -0.3984625041484833, 0.7308231592178345, 0.1145566999912262, 0.41226547956466675, 0.8429840207099915, 0.5683095455169678, 0.9118635058403015, 0.5415070056915283, 0.4524720013141632, -1.1182899475097656, 0.37366783618927, 0.7589497566223145, 0.0272588599473238, -0.12824763357639313, -0.9109344482421875, 0.11679657548666, -0.47797006368637085, 0.677111804485321, -0.4141199588775635, -0.43919771909713745, -0.16333098709583282, 0.32016485929489136, 0.3739195168018341, 1.0568881034851074, -0.6020989418029785, 0.3004322648048401, 0.08203235268592834, -0.7898247241973877, -0.4143953323364258, -0.4387810230255127, -0.0012825584271922708, 0.4073936343193054, -1.0045329332351685, 0.9704384803771973, -0.43754786252975464, 0.45015576481819153, -1.2946290969848633, 0.37531590461730957, 0.31973502039909363, -0.10366575419902802, 0.1841621696949005, 0.8320906162261963, -0.961654007434845, 0.5779126882553101, 0.8622919321060181, -0.5291183590888977, -0.8063045144081116, -0.2732189893722534, -1.1420152187347412, 1.6094402074813843]",2273
338,271,"[0.09491955488920212, -0.06959939002990723, 0.1671016812324524, -0.027641931548714638, 0.7745999097824097, 0.6652230620384216, -0.1525418907403946, -0.2699779272079468, -0.05871365964412689, -0.2625889778137207, 0.060541942715644836, 0.5081759095191956, -0.18424881994724274, -0.7924689650535583, 0.27405962347984314, -0.20659159123897552, -0.24430228769779205, 0.46853405237197876, 0.6213616728782654, -0.38174697756767273, 1.1220941543579102, -0.6585200428962708, 0.4087727665901184, -0.8538269400596619, -0.18496261537075043, 0.2521308362483978, -0.4103007912635803, 0.4098920226097107, -0.7359368801116943, 0.7895381450653076, 0.022925812751054764, 0.673626720905304, 0.21031416952610016, 0.3992741107940674, 0.3951239585876465, 0.40576332807540894, -0.05296050384640694, 0.2868557870388031, -0.32472097873687744, -0.14944545924663544, -0.14809706807136536, 0.20646126568317413, -0.1704191118478775, -0.38176459074020386, -0.05027464032173157, -0.31131669878959656, -0.16179674863815308, 0.6376554369926453, -0.12292743474245071, -0.31807777285575867, 0.14086735248565674, 0.054088857024908066, 0.9052404165267944, -0.25190410017967224, 0.673117995262146, -0.12364319711923599, -0.34870705008506775, -0.3373843729496002, 0.6680259704589844, -0.9078750014305115, -0.32458239793777466, -0.5286868214607239, -0.1755233108997345, -0.862381100654602]",2085
339,172,"[0.40938472747802734, 1.062272071838379, -0.8090667724609375, 2.5613276958465576, 1.206483244895935, -0.30489063262939453, -0.9137745499610901, -0.2954719662666321, -0.5396779775619507, 0.2360469400882721, -0.7917921543121338, 0.5452791452407837, -0.8559980392456055, -0.5656324028968811, -0.2831271290779114, -1.0041275024414062, -0.5361925363540649, 0.17451980710029602, -0.42681458592414856, -0.15865148603916168, 1.593178153038025, 0.16694952547550201, -0.23034538328647614, 0.4622291326522827, -0.2371605485677719, 0.3563825488090515, -0.633086085319519, -1.5539735555648804, -0.018021179363131523, -0.9188063144683838, 0.45368024706840515, 0.19406716525554657, -0.46902021765708923, -0.5395557284355164, -0.17985577881336212, 0.8082923293113708, 0.07363216578960419, 0.6474161148071289, -0.613730251789093, 0.15455010533332825, -0.885208010673523, 0.376926988363266, 0.20524193346500397, -0.4522653818130493, 0.47471389174461365, -0.30778881907463074, -0.16710104048252106, 0.7936193943023682, -0.2631194591522217, 0.6559902429580688, -0.766298770904541, -0.0008105497690849006, 0.8312727808952332, -0.5498976707458496, 0.8741830587387085, -0.08766292780637741, -0.03194960951805115, -0.799784779548645, 0.48066794872283936, 0.44970592856407166, -0.18687734007835388, -0.2524532675743103, -0.7765010595321655, 1.1504533290863037]",3482
340,374,"[-0.1436423808336258, 0.3080562353134155, 0.2481997311115265, -0.11882922798395157, 0.7718076705932617, -0.6186006665229797, 0.3617061972618103, -0.019524164497852325, 0.03676927089691162, -0.015263847075402737, 0.5198133587837219, 0.818834662437439, -0.7235596179962158, -1.4615124464035034, 0.05016745626926422, 0.5252971053123474, 0.17558594048023224, -0.5732343196868896, -0.32874149084091187, 0.24732349812984467, 0.7205333113670349, -0.4417025148868561, 0.4483242332935333, -0.2108454555273056, 0.06998521834611893, 0.1768847405910492, -1.0004544258117676, 0.29143673181533813, -0.41499796509742737, 0.465609610080719, 0.8430898189544678, 0.644296407699585, -0.5031249523162842, 0.43219947814941406, -0.13705460727214813, 0.4017857015132904, 0.5290197730064392, 0.5111793279647827, -0.19067105650901794, -0.3924211859703064, -0.10331311076879501, 0.44064411520957947, 0.2562844455242157, -0.4610087275505066, -0.4232165813446045, -0.6520206928253174, -0.8799323439598083, 0.42491665482521057, 0.456351637840271, 0.10012076050043106, -0.4799697697162628, -0.14924855530261993, -0.04070174694061279, -0.017185388132929802, 0.5018838047981262, 0.2242981642484665, -0.2871723175048828, 0.581563413143158, 0.7475576996803284, -0.44868791103363037, -0.37808957695961, -0.12481904029846191, -1.0563277006149292, 0.1499474197626114]",251
341,374,"[-0.1434479057788849, 0.3508536219596863, 0.23292838037014008, -0.13915477693080902, 0.6223987936973572, -0.7427511215209961, 0.29318559169769287, 0.06085948646068573, 0.051171302795410156, -0.02333216741681099, 0.5320178866386414, 0.8034945726394653, -0.7375501990318298, -1.329907774925232, 0.0626305565237999, 0.5284209251403809, 0.0007285115425474942, -0.583209753036499, -0.4530077576637268, 0.1295357495546341, 0.6257720589637756, -0.5712072253227234, 0.4673558175563812, -0.14598706364631653, 0.07014773786067963, 0.0691656619310379, -1.152662992477417, 0.41209477186203003, -0.23117253184318542, 0.4781883656978607, 0.8497122526168823, 0.6870296597480774, -0.5703062415122986, 0.44661903381347656, -0.19712141156196594, 0.4841548800468445, 0.5048436522483826, 0.531133234500885, -0.24824662506580353, -0.3661457598209381, -0.04769691079854965, 0.4926064610481262, 0.21580861508846283, -0.40957894921302795, -0.34198957681655884, -0.7105696797370911, -0.8476965427398682, 0.5436317920684814, 0.32160499691963196, 0.09868677705526352, -0.43391188979148865, -0.12066314369440079, 0.03576905280351639, 0.029121069237589836, 0.5073174238204956, 0.2444351613521576, -0.20891913771629333, 0.5174489617347717, 0.7015433311462402, -0.35435494780540466, -0.36260271072387695, -0.10076618939638138, -1.1497833728790283, 0.027448661625385284]",26
